output_path,output_size,output_entropy,output_sha256,input_size,size_delta,timestamp
/tmp/fuzzed-output/seed_perm01_001.png,13554,7.9770,d61d431499d2bcd4851486a0c6d6cb3c45cfcce4a72a54239e0aba30dcf386e1,,,2026-04-01 17:44:16
/tmp/fuzzed-output/seed_perm03_002.png,53941,7.9933,5840250e825218ddd230b92a7f7c45cb206ae5895be7ddb73adb868065ed937a,,,2026-04-01 17:44:30
/tmp/fuzzed-output/seed_perm04_003.png,215450,7.9956,8a3aa7bfd20b469e7a8e3981f79332b052433191cea827c327c082821b4ef20f,,,2026-04-01 17:44:31
/tmp/fuzzed-output/seed_perm06_004.png,65972,7.9938,41949ff418568c141ca55c6479c90f9cefb415ec4e217503edebdfbd1c47f0a2,,,2026-04-01 17:44:31
/tmp/fuzzed-output/seed_perm07_005.png,65848,7.9938,d81d76e90518dbe6d340987a6cc9873970743d725b2d15e60ce6c402fb4426ae,,,2026-04-01 17:44:31
/tmp/fuzzed-output/seed_perm08_006.png,3558,7.9110,16cad765fc4839f79867ba19b6b8842fdc64420e8754e87a7d06d0c7602d610e,,,2026-04-01 17:44:31
/tmp/fuzzed-output/seed_perm09_007.png,861293,7.9957,66e9912b16ad48310d229964efe20088c77d16bcbb3a705bde052564189c1e5e,,,2026-04-01 17:45:04
/tmp/fuzzed-output/seed_perm10_008.png,31609,7.9884,d548b34d09a76a784a155747ec06999753b6fcb77249bc6f13016f7b88e9346d,,,2026-04-01 17:45:04
/tmp/fuzzed-output/seed_perm11_009.png,84372,7.9948,bdc626f047a412efbfe4078aa4cd4278ea07afb4cd592800e41ce98f5c6b7ba9,,,2026-04-01 17:45:06
/tmp/fuzzed-output/seed_perm12_010.png,30365,7.9892,012ce4addca063e3e435fbf977588b89c0526e963b23f649f81469e8e4d8cb99,,,2026-04-01 17:45:06
/tmp/fuzzed-output/seed_perm01_011.png,1023,7.6298,8293030cc2add0aa4307b68da0a93897c0f72d4fe5a8e4990709152b874f6eeb,,,2026-04-01 17:45:06
/tmp/fuzzed-output/seed_perm05_012.png,2086,7.8438,36b962ba195d40a6fdcc52d7701a8d45ad0f9e285f21c990234864e9c43f59ea,,,2026-04-01 17:45:06
/tmp/fuzzed-output/seed_perm02_013.png,1857,7.8216,a6a221e02d678adcbcc75c5fc27e3f63aff57897be795f093698d47699a250ed,,,2026-04-01 17:45:06
/tmp/fuzzed-output/seed_perm04_014.png,1814,7.8117,59631054f52ea578d509e6d7b6197023b2dd5d12581e0eeed38c3e92944990b6,,,2026-04-01 17:45:06
/tmp/fuzzed-output/seed_perm13_015.png,7728,7.9662,b05c1e8b45c30b473627a1b5bf93fa21206853644f2e87aa53860acc3c8c80e3,,,2026-04-01 17:45:06
/tmp/fuzzed-output/seed_perm14_016.png,6823,7.9621,c46397b21f092935995bdba685e99343af2294a54b94302b83744d5b1b6cadf6,,,2026-04-01 17:45:06
/tmp/fuzzed-output/seed_perm15_017.png,6870,7.9616,fbb56721b3447179562abd332e6d2233c0fba6c05259ebf57854ef58aa5305da,,,2026-04-01 17:45:06
/tmp/fuzzed-output/seed_perm16_018.png,27220,7.9872,76ae6521a8b9135f76e4ba359c24f541075a11530385b8a9d460405a7e85bd58,,,2026-04-01 17:45:06
/tmp/fuzzed-output/seed_perm17_019.png,27076,7.9889,957ab32f05d5ecf9907fac95bd00ad432542ae4276abed8c7c14fdf4266cbd22,,,2026-04-01 17:45:07
