output_path,output_size,output_entropy,output_sha256,input_size,size_delta,timestamp
/tmp/catalyst-output/seed_icc_perm01_DCI(P3) RGB_001.png,14627,7.9769,3da9021d88cdd538948de991dab101e2f0fb921a2e9f3c2eecd951ede6cbcc95,13619,1008,2026-05-04 07:00:06
/tmp/catalyst-output/seed_perm01_001.png,13619,7.9793,3afde7ed6de70fff740da29a27f27d6f99dee133b30e1d89dd7f454ce7d461b2,,,2026-05-04 07:00:06
/tmp/catalyst-output/seed_icc_perm03_ACESCG Linear_002.png,58404,7.9927,8f53eb30f46bd05a89a9bcd5f12d5d0e14e5c26f282e59af59406a60878a42b6,54030,4374,2026-05-04 07:00:06
/tmp/catalyst-output/seed_perm03_002.png,54030,7.9936,ed85fd3a07da53dcd3065745ed2deab8287c240f16d87b2026ef9a4e90d33399,,,2026-05-04 07:00:06
/tmp/catalyst-output/seed_icc_perm04_Generic CMYK Profile_003.png,215419,7.9948,18970702d9c6f735ffd2b8b4b72da607164f6b39356b2bbd9586f279f177992a,215407,12,2026-05-04 07:00:06
/tmp/catalyst-output/seed_perm04_003.png,215407,7.9948,0b281cbb80bc9b1249d70b17507338b49f856b3b3a24d5fab656ec0a80c03cee,,,2026-05-04 07:00:06
/tmp/catalyst-output/seed_icc_perm06_ITU-709_004.png,66181,7.9942,98e3a7b5a5ba0a1dd27af13bc3df66f3fb6fc26554d028bbcefe525551f9937e,65982,199,2026-05-04 07:00:06
/tmp/catalyst-output/seed_perm06_004.png,65982,7.9941,b4510133e8601c208c52822d06579438f9303144b0cf10ed602bf01da5346bd2,,,2026-05-04 07:00:07
/tmp/catalyst-output/seed_icc_perm07_Generic RGB Profile_005.png,67580,7.9931,1b41d552d7fc79a01faa71a4bd043b56324cc5596e2592bbada7870001276c17,66170,1410,2026-05-04 07:00:07
/tmp/catalyst-output/seed_perm07_005.png,66170,7.9933,2c6156164062a0537ce46158e92afeb55c38e1a0487bd218efd7dddef8f48873,,,2026-05-04 07:00:07
/tmp/catalyst-output/seed_icc_perm08_ITU-2020_006.png,4142,7.9300,a54851064f13ced4f336eb6bae0f3221c377771405f939d02cb5cd843f19d017,3463,679,2026-05-04 07:00:07
