output_path,output_size,output_entropy,output_sha256,input_size,size_delta,timestamp
/tmp/fuzzed-output/seed_perm01_001.png,13557,7.9780,bb23cbad94921cd5087a28ba1c24dfb9106645a6cbe4a20f490abbad4ca2c372,,,2026-04-13 06:47:15
/tmp/fuzzed-output/seed_perm03_002.png,54196,7.9920,6924b79cf277aadbf9d02fbdbb15e13850f90b74b55a09506c91aff4ab24dbed,,,2026-04-13 06:47:16
/tmp/fuzzed-output/seed_perm04_003.png,215568,7.9953,2f33f15e14f8bdd60def3c411deaf4d5165b1d65a55598ece4eed022b8b3b2ff,,,2026-04-13 06:47:16
/tmp/fuzzed-output/seed_perm06_004.png,65940,7.9935,a2f53240dcc2e8d5c9f6bc06aadadf160b9f0a3c4a581cfc2905b8f059b9fb40,,,2026-04-13 06:47:16
/tmp/fuzzed-output/seed_perm07_005.png,66004,7.9932,31c2c6484e2eadce4e2f468d56992b5ed6708ce07d58406d4fc91a71025a8922,,,2026-04-13 06:47:17
/tmp/fuzzed-output/seed_perm08_006.png,3478,7.9105,f117b680996169c538e1bf830db68ba54f480ff53b8f852124653e68a6f3d4d0,,,2026-04-13 06:47:17
/tmp/fuzzed-output/seed_perm09_007.png,861074,7.9958,eae3fcf5ee76d976158c5919783fbe84cc371b81d65641dfbc264c22db3aa8a2,,,2026-04-13 06:47:47
/tmp/fuzzed-output/seed_perm10_008.png,31575,7.9888,d30bad6297b6d8dba07f5e990facfa27adf7c560873a58202dc5892646697015,,,2026-04-13 06:47:48
/tmp/fuzzed-output/seed_perm11_009.png,84437,7.9949,8253e47c3e4de2ed8bcdc4a7f16a9107d8e2520c26e0bdf4798a1db2169e636b,,,2026-04-13 06:47:50
/tmp/fuzzed-output/seed_perm12_010.png,30347,7.9894,152261d4213eed68a7d57b9a19dfae425d95ffd75c8884fabaf4198443a8fa58,,,2026-04-13 06:47:50
/tmp/fuzzed-output/seed_perm01_011.png,1035,7.6682,24dfa888149a6f5c5cb9e00967b5898be53d0a777bc8bcf759f2ca4d033305bc,,,2026-04-13 06:47:50
/tmp/fuzzed-output/seed_perm05_012.png,2039,7.8653,d06c6e0dbaaa5581c25cdf55938319d86ff0555bd5acc273ca0d33edff1bd6e4,,,2026-04-13 06:47:50
/tmp/fuzzed-output/seed_perm02_013.png,1892,7.8081,0f822291aa543c657b031489119c1ce2c95b6d7f6bf9023d1ef19ed67325aad6,,,2026-04-13 06:47:50
/tmp/fuzzed-output/seed_perm04_014.png,1865,7.8089,678189d0ea1b7f8d2c5246ad2f1c7e35d17c43fddc26bfc2e11e939b3e73254a,,,2026-04-13 06:47:50
/tmp/fuzzed-output/seed_perm13_015.png,7631,7.9643,6b93d4a321bfcf5fbf5c341dc3cdb2b823067bc656040dbe1472945b31545cb6,,,2026-04-13 06:47:50
/tmp/fuzzed-output/seed_perm14_016.png,6856,7.9619,4f5b274e89ec4f98511c86ecec084e6c43e7da7f5f6d0610c4bd4bd9a574c4cd,,,2026-04-13 06:47:50
/tmp/fuzzed-output/seed_perm15_017.png,6837,7.9587,b8a973e8f6a885908ddc625c61c3b708161859c531944b8adc2644f22b3be307,,,2026-04-13 06:47:50
/tmp/fuzzed-output/seed_perm16_018.png,27136,7.9878,74747439c89997eecbf37d28b0512655182bf52cd8094efbf568886d8552da4e,,,2026-04-13 06:47:51
/tmp/fuzzed-output/seed_perm17_019.png,27213,7.9889,9825599ad493f7a10061371580e34b9ee4f4d64bb775fae224b5bc3140cc06e0,,,2026-04-13 06:47:51
