output_path,output_size,output_entropy,output_sha256,input_size,size_delta,timestamp
/tmp/catalyst-output/seed_icc_perm01_DCI(P3) RGB_001.png,14512,7.9767,e17cd5a56cc747172b1da6204a8d2949cc5b69988cf300937a2c564f6584c827,13560,952,2026-03-22 14:41:06
/tmp/catalyst-output/seed_perm01_001.png,13560,7.9777,c7fbc74dc8b500297a97c8c89f4782680efca46762ca8fd3b46ba62282b4c9cb,,,2026-03-22 14:41:06
/tmp/catalyst-output/seed_icc_perm03_ACESCG Linear_002.png,58290,7.9916,ae3403680d0f54e356b08a984464eb5a86ca2cd550a89ec195a61dd776e77f5d,53867,4423,2026-03-22 14:41:06
/tmp/catalyst-output/seed_perm03_002.png,53867,7.9932,9e95f3cbc0c6c0daac4009065b6bc0c4f1804afc3b405983b8929a8f3584ba61,,,2026-03-22 14:41:06
/tmp/catalyst-output/seed_icc_perm04_Generic CMYK Profile_003.png,215691,7.9955,fdade104b4e64b925133a097c020aa94c5d488a5251cc244445cd175f2128d7f,215679,12,2026-03-22 14:41:07
/tmp/catalyst-output/seed_perm04_003.png,215679,7.9955,75595a53152ebe0ab860998011666c7b768e67f40dc09f845cd52c1c40842574,,,2026-03-22 14:41:07
/tmp/catalyst-output/seed_icc_perm06_ITU-709_004.png,66238,7.9939,64b04febd93dc11b8e6bb07b01ace2166cfcaed9dbf03f1998c8870b63a186f7,66010,228,2026-03-22 14:41:07
/tmp/catalyst-output/seed_perm06_004.png,66010,7.9934,a6b8225bcc4c9d7b60dac0ac81ea3bd85eabf5d34d085e5bbe5a6da787cc7432,,,2026-03-22 14:41:07
/tmp/catalyst-output/seed_icc_perm07_Generic RGB Profile_005.png,67420,7.9925,e4a8f43e6324fd7e01f380128ec7f732f3e90c9031b2cb92a786e19419e5174d,65932,1488,2026-03-22 14:41:07
/tmp/catalyst-output/seed_perm07_005.png,65932,7.9939,3379559ea112f52c83b5431c7f3dc0154564267190306e6a3eafafe77ca3ba1c,,,2026-03-22 14:41:07
/tmp/catalyst-output/seed_icc_perm08_ITU-2020_006.png,4153,7.9319,cc098b99c5c2cf34f509814ca5a54a5f3e9721693a43d5fa22483392685f2420,3473,680,2026-03-22 14:41:07
/tmp/catalyst-output/seed_perm08_006.png,3473,7.9180,6ec846aafad4596b2abb560c2c7faa7639d515f0d1a30e7edffbd3a19488de48,,,2026-03-22 14:41:07
/tmp/catalyst-output/seed_icc_perm09_sRGB Profile_007.png,861061,7.9954,12c208c31d8fe768041ea41e20f8a34f6b3af1c3d403aeb225005c801196c8ec,861049,12,2026-03-22 14:41:07
/tmp/catalyst-output/seed_perm09_007.png,861049,7.9954,5cb5be930bb1cad4fb9118f4bb4173ce32b8a3e692f6be0c642bba462ac97f0e,,,2026-03-22 14:41:09
/tmp/catalyst-output/seed_icc_perm10_Generic Gray Profile_008.png,31786,7.9890,b74daec8924dbd4ae246625effc6b44c3a0d694bf7114259d2f22f6db5b29f63,31774,12,2026-03-22 14:41:09
/tmp/catalyst-output/seed_perm10_008.png,31774,7.9890,f4338ff5efc6cb95967b167b3d84f6e807246f0eb83d0e7806c760b96cb5d865,,,2026-03-22 14:41:09
/tmp/catalyst-output/seed_icc_perm11_Generic Gray Gamma 2.2 Profile_009.png,84314,7.9948,763f337c497eeb6e8683226dd971fd142759954f88c3cc98e883a173f96f5d42,84302,12,2026-03-22 14:41:09
/tmp/catalyst-output/seed_perm11_009.png,84302,7.9948,7000080f926e0aaa2546055532760ddc051f7149695d4797657f869dcb06fe64,,,2026-03-22 14:41:09
/tmp/catalyst-output/seed_icc_perm12_ROMM RGB_010.png,32869,7.9910,b9b473d94bcc4fb410d7e791ad6a93430950f4404b11ace08bd25707f30b09a7,30446,2423,2026-03-22 14:41:10
/tmp/catalyst-output/seed_perm12_010.png,30446,7.9892,fa537d9238bc6228b742cde9d4fe3be039eef6e64e13ad6c406d30c9ac97a778,,,2026-03-22 14:41:10
/tmp/catalyst-output/seed_icc_perm01_Generic Lab Profile_011.png,1069,7.6277,30f5080631dd7bd5794c6ea552f76b5c82dc980b3832092ff468db4fc648679b,1057,12,2026-03-22 14:41:10
/tmp/catalyst-output/seed_perm01_011.png,1057,7.6535,706c57ba6f1d0d3444ffecb64b71ca8d97dab2af978377e72114f87c7881439d,,,2026-03-22 14:41:10
/tmp/catalyst-output/seed_icc_perm05_Generic XYZ Profile_012.png,2101,7.8366,279c0db51587bc24886c0bb7821671c99c29859be7740aa7c2977d17ab81a9c2,2089,12,2026-03-22 14:41:10
/tmp/catalyst-output/seed_perm05_012.png,2089,7.8492,8c25b952a7e994fef074ddd591fba36801650b12459d76196066c578fc18dd53,,,2026-03-22 14:41:10
/tmp/catalyst-output/seed_icc_perm02_AdobeRGB1998_013.png,2257,7.8275,5216bb52a4797743c520c125356668551ac08d0977f09a1c70618214b5ca8c3d,1859,398,2026-03-22 14:41:10
/tmp/catalyst-output/seed_perm02_013.png,1859,7.8333,1ee49cda95b953440ca4568ee6c61ef209aeff6b002b6c71d4c4d30a6458a2d4,,,2026-03-22 14:41:10
/tmp/catalyst-output/seed_icc_perm04_Display P3_014.png,2368,7.8522,32523f426203ce24a14fbfe25cea1410a8b98c68d1bee9b5f5f988c5de353b76,1858,510,2026-03-22 14:41:10
/tmp/catalyst-output/seed_perm04_014.png,1858,7.8439,27c5e072f4222bd43f64ff23cfbcce95d3df19dde0df9fb188655b2ce7c4bf1a,,,2026-03-22 14:41:10
/tmp/catalyst-output/seed_icc_perm13_DCI(P3) RGB_015.png,8452,7.9677,84e9470fa793b87901c6faa20ad9fb66f21aa3656744a57a03f8f8c24fb0119a,7715,737,2026-03-22 14:41:10
